title,source,sentence,normalized_text,sentence_list,candidate_block
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Values of β h and β l yielding values of SP9 of 20% and 80%, respectively, under mobility and no-mobility scenarios are provided in Table 1 .","values of β h and β l yielding values of sp9 of 20% and 80%, respectively, under mobility and no-mobility scenarios are provided in table 1 .","['values of β h and β l yielding values of sp9 of 20% and 80%, respectively, under mobility and no-mobility scenarios are provided in table 1 .']","values of β h and β l yielding values of sp9 of 20% and 80%, respectively, under mobility and no-mobility scenarios are provided in table 1 ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,Code for this calibration process is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact/calibration.R .,code for this calibration process is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact/calibration.r .,['code for this calibration process is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact/calibration.r .'],code for this calibration process is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact/calibration.r .
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Analyses We assessed the impacts of CYD-TDV vaccination by quantifying two metrics, proportion of cases averted and force of infection, described below.","analyses we assessed the impacts of cyd-tdv vaccination by quantifying two metrics, proportion of cases averted and force of infection, described below.","['analyses we assessed the impacts of cyd-tdv vaccination by quantifying two metrics, proportion of cases averted and force of infection, described below.']","analyses we assessed the impacts of cyd-tdv vaccination by quantifying two metrics, proportion of cases averted and force of infection, described below."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,We did so separately in the two communities under scenarios with and without mobility and across varying levels of coverage allocated between the communities.,we did so separately in the two communities under scenarios with and without mobility and across varying levels of coverage allocated between the communities.,['we did so separately in the two communities under scenarios with and without mobility and across varying levels of coverage allocated between the communities.'],we did so separately in the two communities under scenarios with and without mobility and across varying levels of coverage allocated between the communities.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"We also performed the same calculations for a single, well-mixed community with SP9 = 0.5, which was intermediate between that of the low-(0.2) and high-transmission (0.8) communities.","we also performed the same calculations for a single, well-mixed community with sp9 = 0.5, which was intermediate between that of the low-(0.2) and high-transmission (0.8) communities.","['we also performed the same calculations for a single, well-mixed community with sp9 = 0.5, which was intermediate between that of the low-(0.2) and high-transmission (0.8) communities.']","we also performed the same calculations for a single, well-mixed community with sp9 = 0.5, which was intermediate between that of the low-(0.2) and high-transmission (0.8) communities."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Force of infection To quantify the effects of the intervention on the overall dynamics of DENV transmission, we examined force of infection before and after introduction of CYD-TDV.","force of infection to quantify the effects of the intervention on the overall dynamics of denv transmission, we examined force of infection before and after introduction of cyd-tdv.","['force of infection to quantify the effects of the intervention on the overall dynamics of denv transmission, we examined force of infection before and after introduction of cyd-tdv.']","force of infection to quantify the effects of the intervention on the overall dynamics of denv transmission, we examined force of infection before and after introduction of cyd-tdv."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"We calculated force of infection as the rate at which susceptible people became infected on an annual basis, which corresponded to a weighted average of the first term in eqns.","we calculated force of infection as the rate at which susceptible people became infected on an annual basis, which corresponded to a weighted average of the first term in eqns.","['we calculated force of infection as the rate at which susceptible people became infected on an annual basis, which corresponded to a weighted average of the first term in eqns.']","we calculated force of infection as the rate at which susceptible people became infected on an annual basis, which corresponded to a weighted average of the first term in eqns."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Proportion of cases averted Following previous work ( 13 ; 26 ), we used the proportion of symptomatic cases averted to quantify the impacts of CYD-TDV vaccination from a public health perspective.","proportion of cases averted following previous work ( 13 ; 26 ), we used the proportion of symptomatic cases averted to quantify the impacts of cyd-tdv vaccination from a public health perspective.","['proportion of cases averted following previous work ( 13 ; 26 ), we used the proportion of symptomatic cases averted to quantify the impacts of cyd-tdv vaccination from a public health perspective.']","proportion of cases averted following previous work ( 13 ; 26 ), we used the proportion of symptomatic cases averted to quantify the impacts of cyd-tdv vaccination from a public health perspective."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Negative values indicated an increase in cases, while positive values indicated a decrease.","negative values indicated an increase in cases, while positive values indicated a decrease.","['negative values indicated an increase in cases, while positive values indicated a decrease.']","negative values indicated an increase in cases, while positive values indicated a decrease."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,We applied this metric to vaccinated and unvaccinated populations separately to allow for the effects of direct and indirect protection to be assessed.,we applied this metric to vaccinated and unvaccinated populations separately to allow for the effects of direct and indirect protection to be assessed.,['we applied this metric to vaccinated and unvaccinated populations separately to allow for the effects of direct and indirect protection to be assessed.'],we applied this metric to vaccinated and unvaccinated populations separately to allow for the effects of direct and indirect protection to be assessed.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Because there is no corresponding group of vaccinated individuals in the model with no vaccination, we calculated the proportion of symptomatic cases averted by comparing equivalent fractions of age groups that were subject to vaccination in the model with vaccination.","because there is no corresponding group of vaccinated individuals in the model with no vaccination, we calculated the proportion of symptomatic cases averted by comparing equivalent fractions of age groups that were subject to vaccination in the model with vaccination.","['because there is no corresponding group of vaccinated individuals in the model with no vaccination, we calculated the proportion of symptomatic cases averted by comparing equivalent fractions of age groups that were subject to vaccination in the model with vaccination.']","because there is no corresponding group of vaccinated individuals in the model with no vaccination, we calculated the proportion of symptomatic cases averted by comparing equivalent fractions of age groups that were subject to vaccination in the model with vaccination."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"METHODS

Model Description Overview Our model tracks the transmission dynamics of DENV in two communities indexed by c .",methods model description overview our model tracks the transmission dynamics of denv in two communities indexed by c .,['methods model description overview our model tracks the transmission dynamics of denv in two communities indexed by c .'],methods model description overview our model tracks the transmission dynamics of denv in two communities indexed by c .
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"They are coupled by human mobility, with individuals in susceptible classes assumed to spend a fraction, H , of their time in the community in which they reside and the rest of their time, 1- H , in the other community.","they are coupled by human mobility, with individuals in susceptible classes assumed to spend a fraction, h , of their time in the community in which they reside and the rest of their time, 1- h , in the other community.","['they are coupled by human mobility, with individuals in susceptible classes assumed to spend a fraction, h , of their time in the community in which they reside and the rest of their time, 1- h , in the other community.']","they are coupled by human mobility, with individuals in susceptible classes assumed to spend a fraction, h , of their time in the community in which they reside and the rest of their time, 1- h , in the other community."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"This includes a year-specific birth rate, μ t , year- and age-specific death rate, δ t,a , and progression through age classes 0-80+, indexed by a .","this includes a year-specific birth rate, μ t , year- and age-specific death rate, δ t,a , and progression through age classes 0-80+, indexed by a .","['this includes a year-specific birth rate, μ t , year- and age-specific death rate, δ t,a , and progression through age classes 0-80+, indexed by a .']","this includes a year-specific birth rate, μ t , year- and age-specific death rate, δ t,a , and progression through age classes 0-80+, indexed by a ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Rather than track all four DENV serotypes explicitly (something very few DENV transmission models do, ( 27 )), our model stratifies individuals by how many DENV serotypes, s , they have been infected by.","rather than track all four denv serotypes explicitly (something very few denv transmission models do, ( 27 )), our model stratifies individuals by how many denv serotypes, s , they have been infected by.","['rather than track all four denv serotypes explicitly (something very few denv transmission models do, ( 27 )), our model stratifies individuals by how many denv serotypes, s , they have been infected by.']","rather than track all four denv serotypes explicitly (something very few denv transmission models do, ( 27 )), our model stratifies individuals by how many denv serotypes, s , they have been infected by."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Individuals are further classified with respect to their status as susceptible, infected, or recovered within each community and age class, resulting in state variables S c,a,s , I c,a,s , and R c,a,s .","individuals are further classified with respect to their status as susceptible, infected, or recovered within each community and age class, resulting in state variables s c,a,s , i c,a,s , and r c,a,s .","['individuals are further classified with respect to their status as susceptible, infected, or recovered within each community and age class, resulting in state variables s c,a,s , i c,a,s , and r c,a,s .']","individuals are further classified with respect to their status as susceptible, infected, or recovered within each community and age class, resulting in state variables s c,a,s , i c,a,s , and r c,a,s ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Individuals in different s strata experience different probabilities of symptomatic disease, p s .","individuals in different s strata experience different probabilities of symptomatic disease, p s .","['individuals in different s strata experience different probabilities of symptomatic disease, p s .']","individuals in different s strata experience different probabilities of symptomatic disease, p s ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"As assumed by other models examining CYD-TDV impacts on DENV transmission ( 28 ), we incremented s by one upon vaccination.","as assumed by other models examining cyd-tdv impacts on denv transmission ( 28 ), we incremented s by one upon vaccination.","['as assumed by other models examining cyd-tdv impacts on denv transmission ( 28 ), we incremented s by one upon vaccination.']","as assumed by other models examining cyd-tdv impacts on denv transmission ( 28 ), we incremented s by one upon vaccination."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Upon vaccination, individuals were moved to unique states for vaccine recipients that were stratified similarly: , and .","upon vaccination, individuals were moved to unique states for vaccine recipients that were stratified similarly: , and .","['upon vaccination, individuals were moved to unique states for vaccine recipients that were stratified similarly: , and .']","upon vaccination, individuals were moved to unique states for vaccine recipients that were stratified similarly: , and ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Model parameters are summarized in Table 1 , and a schematic representation of the order in which transitions among state variables occur is presented in Fig.","model parameters are summarized in table 1 , and a schematic representation of the order in which transitions among state variables occur is presented in fig.","['model parameters are summarized in table 1 , and a schematic representation of the order in which transitions among state variables occur is presented in fig.']","model parameters are summarized in table 1 , and a schematic representation of the order in which transitions among state variables occur is presented in fig."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,Code for numerically solving the system of ordinary differential equations (ODEs) associated with this model is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact .,code for numerically solving the system of ordinary differential equations (odes) associated with this model is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact .,['code for numerically solving the system of ordinary differential equations (odes) associated with this model is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact .'],code for numerically solving the system of ordinary differential equations (odes) associated with this model is available at https://github.com/mwalte10/intra-urban_dengue_vaccination_impact .
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,This code made use of the ode45 function with default settings in the deSolve package ( 29 ) in the R programming language ( 30 ).,this code made use of the ode45 function with default settings in the desolve package ( 29 ) in the r programming language ( 30 ).,['this code made use of the ode45 function with default settings in the desolve package ( 29 ) in the r programming language ( 30 ).'],this code made use of the ode45 function with default settings in the desolve package ( 29 ) in the r programming language ( 30 ).
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,medrxiv;19006783v1/TBL1 T1 tbl1 Table 1.,medrxiv;19006783v1/tbl1 t1 tbl1 table 1.,['medrxiv;19006783v1/tbl1 t1 tbl1 table 1.'],medrxiv;19006783v1/tbl1 t1 tbl1 table 1.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,medrxiv;19006783v1/FIG1 F1 fig1 Figure 1.,medrxiv;19006783v1/fig1 f1 fig1 figure 1.,['medrxiv;19006783v1/fig1 f1 fig1 figure 1.'],medrxiv;19006783v1/fig1 f1 fig1 figure 1.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,Demographic parameters and human mobility are excluded for simplicity.,demographic parameters and human mobility are excluded for simplicity.,['demographic parameters and human mobility are excluded for simplicity.'],demographic parameters and human mobility are excluded for simplicity.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Demography Our model tracked ages in one-year increments from zero to 79, and individuals aged 80 or older were binned into a single group.","demography our model tracked ages in one-year increments from zero to 79, and individuals aged 80 or older were binned into a single group.","['demography our model tracked ages in one-year increments from zero to 79, and individuals aged 80 or older were binned into a single group.']","demography our model tracked ages in one-year increments from zero to 79, and individuals aged 80 or older were binned into a single group."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,Transitions into ages one to 80+ occurred at a daily rate of G a = 365 -1 .,transitions into ages one to 80+ occurred at a daily rate of g a = 365 -1 .,['transitions into ages one to 80+ occurred at a daily rate of g a = 365 -1 .'],transitions into ages one to 80+ occurred at a daily rate of g a = 365 -1 .
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Transitions out of ages zero to 79 occurred at rate , while individuals in the terminal age class of 80+ years remained there until death.","transitions out of ages zero to 79 occurred at rate , while individuals in the terminal age class of 80+ years remained there until death.","['transitions out of ages zero to 79 occurred at rate , while individuals in the terminal age class of 80+ years remained there until death.']","transitions out of ages zero to 79 occurred at rate , while individuals in the terminal age class of 80+ years remained there until death."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Births occurred at year-specific, daily rate μ t per capita, which was multiplied by total population N c ( t ) to obtain the overall rate at which newborns entered community c through the S c,0,1 compartment.","births occurred at year-specific, daily rate μ t per capita, which was multiplied by total population n c ( t ) to obtain the overall rate at which newborns entered community c through the s c,0,1 compartment.","['births occurred at year-specific, daily rate μ t per capita, which was multiplied by total population n c ( t ) to obtain the overall rate at which newborns entered community c through the s c,0,1 compartment.']","births occurred at year-specific, daily rate μ t per capita, which was multiplied by total population n c ( t ) to obtain the overall rate at which newborns entered community c through the s c,0,1 compartment."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Deaths occurred at year- and age-specific, daily rate δ t,a for individuals in all states.","deaths occurred at year- and age-specific, daily rate δ t,a for individuals in all states.","['deaths occurred at year- and age-specific, daily rate δ t,a for individuals in all states.']","deaths occurred at year- and age-specific, daily rate δ t,a for individuals in all states."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"The background death rate, δ t,a , was assumed to adequately capture the small proportion of DENV infections that resulted in death.","the background death rate, δ t,a , was assumed to adequately capture the small proportion of denv infections that resulted in death.","['the background death rate, δ t,a , was assumed to adequately capture the small proportion of denv infections that resulted in death.']","the background death rate, δ t,a , was assumed to adequately capture the small proportion of denv infections that resulted in death."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Although our model was not designed with a specific population in mind, we used birth and death rates from Brazil ( 31 ) given that it is a large, dengue-endemic country that has been the subject of CYD-TDV modeling before ( 13 ; 26 ).","although our model was not designed with a specific population in mind, we used birth and death rates from brazil ( 31 ) given that it is a large, dengue-endemic country that has been the subject of cyd-tdv modeling before ( 13 ; 26 ).","['although our model was not designed with a specific population in mind, we used birth and death rates from brazil ( 31 ) given that it is a large, dengue-endemic country that has been the subject of cyd-tdv modeling before ( 13 ; 26 ).']","although our model was not designed with a specific population in mind, we used birth and death rates from brazil ( 31 ) given that it is a large, dengue-endemic country that has been the subject of cyd-tdv modeling before ( 13 ; 26 )."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"To ground our analysis in contemporary demographic rates, we assumed that CYD-TDV vaccination began in 2020, meaning that the model burn-in period began in 1960 and that vaccination impacts were tracked until 2050.","to ground our analysis in contemporary demographic rates, we assumed that cyd-tdv vaccination began in 2020, meaning that the model burn-in period began in 1960 and that vaccination impacts were tracked until 2050.","['to ground our analysis in contemporary demographic rates, we assumed that cyd-tdv vaccination began in 2020, meaning that the model burn-in period began in 1960 and that vaccination impacts were tracked until 2050.']","to ground our analysis in contemporary demographic rates, we assumed that cyd-tdv vaccination began in 2020, meaning that the model burn-in period began in 1960 and that vaccination impacts were tracked until 2050."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Over the course of this timeframe, birth rate decreased more than four-fold ( Fig.","over the course of this timeframe, birth rate decreased more than four-fold ( fig.","['over the course of this timeframe, birth rate decreased more than four-fold ( fig.']","over the course of this timeframe, birth rate decreased more than four-fold ( fig."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"2A ), and child mortality decreased while mortality among older ages increased ( Fig.","2a ), and child mortality decreased while mortality among older ages increased ( fig.","['2a ), and child mortality decreased while mortality among older ages increased ( fig.']","2a ), and child mortality decreased while mortality among older ages increased ( fig."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,2B ).,2b ).,['2b ).'],2b ).
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,medrxiv;19006783v1/FIG2 F2 fig2 Figure 2.,medrxiv;19006783v1/fig2 f2 fig2 figure 2.,['medrxiv;19006783v1/fig2 f2 fig2 figure 2.'],medrxiv;19006783v1/fig2 f2 fig2 figure 2.
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,Demographic inputs over the period of model burn-in (left of vertical line) and post-vaccination (right of vertical line).,demographic inputs over the period of model burn-in (left of vertical line) and post-vaccination (right of vertical line).,['demographic inputs over the period of model burn-in (left of vertical line) and post-vaccination (right of vertical line).'],demographic inputs over the period of model burn-in (left of vertical line) and post-vaccination (right of vertical line).
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"A) Birth rate per 1,000 individuals.","a) birth rate per 1,000 individuals.","['a) birth rate per 1,000 individuals.']","a) birth rate per 1,000 individuals."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"B) Death rate per 1,000 individuals, with four ages highlighted that span the diversity of patterns across ages.","b) death rate per 1,000 individuals, with four ages highlighted that span the diversity of patterns across ages.","['b) death rate per 1,000 individuals, with four ages highlighted that span the diversity of patterns across ages.']","b) death rate per 1,000 individuals, with four ages highlighted that span the diversity of patterns across ages."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"DENV transmission Like most models of mosquito-borne pathogen transmission ( 33 ), we did not explicitly incorporate mosquitoes into our model.","denv transmission like most models of mosquito-borne pathogen transmission ( 33 ), we did not explicitly incorporate mosquitoes into our model.","['denv transmission like most models of mosquito-borne pathogen transmission ( 33 ), we did not explicitly incorporate mosquitoes into our model.']","denv transmission like most models of mosquito-borne pathogen transmission ( 33 ), we did not explicitly incorporate mosquitoes into our model."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Instead, the contribution of mosquitoes to DENV transmission was implicitly captured by transmission coefficients, β h and β l .","instead, the contribution of mosquitoes to denv transmission was implicitly captured by transmission coefficients, β h and β l .","['instead, the contribution of mosquitoes to denv transmission was implicitly captured by transmission coefficients, β h and β l .']","instead, the contribution of mosquitoes to denv transmission was implicitly captured by transmission coefficients, β h and β l ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Within each community, we assumed that human-mosquito encounters were well-mixed and homogeneous, consistent with standard assumptions for ODE models.","within each community, we assumed that human-mosquito encounters were well-mixed and homogeneous, consistent with standard assumptions for ode models.","['within each community, we assumed that human-mosquito encounters were well-mixed and homogeneous, consistent with standard assumptions for ode models.']","within each community, we assumed that human-mosquito encounters were well-mixed and homogeneous, consistent with standard assumptions for ode models."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Between communities, we assumed that residents of one community spent a proportion, 1- H , of their time in the other community and were, therefore, subject to the force of DENV infection in that community during that time.","between communities, we assumed that residents of one community spent a proportion, 1- h , of their time in the other community and were, therefore, subject to the force of denv infection in that community during that time.","['between communities, we assumed that residents of one community spent a proportion, 1- h , of their time in the other community and were, therefore, subject to the force of denv infection in that community during that time.']","between communities, we assumed that residents of one community spent a proportion, 1- h , of their time in the other community and were, therefore, subject to the force of denv infection in that community during that time."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Rather than model DENV serotypes explicitly, we assumed that the force of DENV infection was proportional to4- s , or the number of serotypes to which an individual had not yet been exposed.","rather than model denv serotypes explicitly, we assumed that the force of denv infection was proportional to4- s , or the number of serotypes to which an individual had not yet been exposed.","['rather than model denv serotypes explicitly, we assumed that the force of denv infection was proportional to4- s , or the number of serotypes to which an individual had not yet been exposed.']","rather than model denv serotypes explicitly, we assumed that the force of denv infection was proportional to4- s , or the number of serotypes to which an individual had not yet been exposed."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Individuals progressed through their period of active infection – and infectiousness to mosquitoes – at rate γ before progressing through a period of temporary cross-immunity at rate σ. Dengue pathogenesis Although the risk of severe disease is typically considered an important consideration for models of CYD-TDV vaccination impact, we limited our model to two types of infection: asymptomatic or symptomatic.","individuals progressed through their period of active infection – and infectiousness to mosquitoes – at rate γ before progressing through a period of temporary cross-immunity at rate σ. dengue pathogenesis although the risk of severe disease is typically considered an important consideration for models of cyd-tdv vaccination impact, we limited our model to two types of infection: asymptomatic or symptomatic.","['individuals progressed through their period of active infection – and infectiousness to mosquitoes – at rate γ before progressing through a period of temporary cross-immunity at rate σ.', 'dengue pathogenesis although the risk of severe disease is typically considered an important consideration for models of cyd-tdv vaccination impact, we limited our model to two types of infection: asymptomatic or symptomatic.']","individuals progressed through their period of active infection – and infectiousness to mosquitoes – at rate γ before progressing through a period of temporary cross-immunity at rate σ. dengue pathogenesis although the risk of severe disease is typically considered an important consideration for models of cyd-tdv vaccination impact, we limited our model to two types of infection: asymptomatic or symptomatic."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Symptomatic and severe disease are often assumed to be highest among secondary infections, second highest among primary infections, and lowest among post-secondary infections ( 34 ).","symptomatic and severe disease are often assumed to be highest among secondary infections, second highest among primary infections, and lowest among post-secondary infections ( 34 ).","['symptomatic and severe disease are often assumed to be highest among secondary infections, second highest among primary infections, and lowest among post-secondary infections ( 34 ).']","symptomatic and severe disease are often assumed to be highest among secondary infections, second highest among primary infections, and lowest among post-secondary infections ( 34 )."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Hence, our model’s results about symptomatic disease may mirror what patterns of severe disease would be, had we modeled them.","hence, our model’s results about symptomatic disease may mirror what patterns of severe disease would be, had we modeled them.","['hence, our model’s results about symptomatic disease may mirror what patterns of severe disease would be, had we modeled them.']","hence, our model’s results about symptomatic disease may mirror what patterns of severe disease would be, had we modeled them."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"To parameterize the proportion of infections that result in symptomatic disease as a function of s, ρ s , we adopted values used in a model by the Hopkins/UF team in Flasche et al.","to parameterize the proportion of infections that result in symptomatic disease as a function of s, ρ s , we adopted values used in a model by the hopkins/uf team in flasche et al.","['to parameterize the proportion of infections that result in symptomatic disease as a function of s, ρ s , we adopted values used in a model by the hopkins/uf team in flasche et al.']","to parameterize the proportion of infections that result in symptomatic disease as a function of s, ρ s , we adopted values used in a model by the hopkins/uf team in flasche et al."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"We also adopted their assumption that symptomatic infections are twice as infectious to mosquitoes as asymptomatic infections, despite substantial uncertainty around that multiplier ( 35 ).","we also adopted their assumption that symptomatic infections are twice as infectious to mosquitoes as asymptomatic infections, despite substantial uncertainty around that multiplier ( 35 ).","['we also adopted their assumption that symptomatic infections are twice as infectious to mosquitoes as asymptomatic infections, despite substantial uncertainty around that multiplier ( 35 ).']","we also adopted their assumption that symptomatic infections are twice as infectious to mosquitoes as asymptomatic infections, despite substantial uncertainty around that multiplier ( 35 )."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,We chose to adopt values from this model due to its similarity to our model’s structure and its general consistency with seven other models of CYD-TDV vaccination impact ( 26 ).,we chose to adopt values from this model due to its similarity to our model’s structure and its general consistency with seven other models of cyd-tdv vaccination impact ( 26 ).,['we chose to adopt values from this model due to its similarity to our model’s structure and its general consistency with seven other models of cyd-tdv vaccination impact ( 26 ).'],we chose to adopt values from this model due to its similarity to our model’s structure and its general consistency with seven other models of cyd-tdv vaccination impact ( 26 ).
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"CYD-TDV vaccination In this analysis, we examined impacts of routine vaccination of nine-year-olds following a positive result from serological screening.","cyd-tdv vaccination in this analysis, we examined impacts of routine vaccination of nine-year-olds following a positive result from serological screening.","['cyd-tdv vaccination in this analysis, we examined impacts of routine vaccination of nine-year-olds following a positive result from serological screening.']","cyd-tdv vaccination in this analysis, we examined impacts of routine vaccination of nine-year-olds following a positive result from serological screening."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"For those in the S c,9,0 state, vaccination occurred at rate v c (1 – spec ).","for those in the s c,9,0 state, vaccination occurred at rate v c (1 – spec ).","['for those in the s c,9,0 state, vaccination occurred at rate v c (1 – spec ).']","for those in the s c,9,0 state, vaccination occurred at rate v c (1 – spec )."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"For those in the S c,9,1+ , I c,9,1+ , or R c,9,1+ states, vaccination occurred at rate v c sens .","for those in the s c,9,1+ , i c,9,1+ , or r c,9,1+ states, vaccination occurred at rate v c sens .","['for those in the s c,9,1+ , i c,9,1+ , or r c,9,1+ states, vaccination occurred at rate v c sens .']","for those in the s c,9,1+ , i c,9,1+ , or r c,9,1+ states, vaccination occurred at rate v c sens ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Vaccinated individuals from the S c,9,s , I c,9,s , and R c,9,s states then moved to state .","vaccinated individuals from the s c,9,s , i c,9,s , and r c,9,s states then moved to state .","['vaccinated individuals from the s c,9,s , i c,9,s , and r c,9,s states then moved to state .']","vaccinated individuals from the s c,9,s , i c,9,s , and r c,9,s states then moved to state ."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Then, they experienced a period of temporary cross-immunity to other DENV serotypes until they transitioned at rate σ to the appropriate or S c,a,s+1 state.","then, they experienced a period of temporary cross-immunity to other denv serotypes until they transitioned at rate σ to the appropriate or s c,a,s+1 state.","['then, they experienced a period of temporary cross-immunity to other denv serotypes until they transitioned at rate σ to the appropriate or s c,a,s+1 state.']","then, they experienced a period of temporary cross-immunity to other denv serotypes until they transitioned at rate σ to the appropriate or s c,a,s+1 state."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"Given our assumption that vaccination acts as a silent natural infection, there was no need for a parameter to describe protection afforded by vaccination, other than through the changes that result in rates of dengue pathogenesis as a consequence of s being incremented.","given our assumption that vaccination acts as a silent natural infection, there was no need for a parameter to describe protection afforded by vaccination, other than through the changes that result in rates of dengue pathogenesis as a consequence of s being incremented.","['given our assumption that vaccination acts as a silent natural infection, there was no need for a parameter to describe protection afforded by vaccination, other than through the changes that result in rates of dengue pathogenesis as a consequence of s being incremented.']","given our assumption that vaccination acts as a silent natural infection, there was no need for a parameter to describe protection afforded by vaccination, other than through the changes that result in rates of dengue pathogenesis as a consequence of s being incremented."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"For serological screening prior to vaccination, we assumed a test with sensitivity of 0.95 and specificity of 0.85 given the widely held view that both sensitivity and specificity would need to be high for CYD-TDV to have a positive impact ( 36 ).","for serological screening prior to vaccination, we assumed a test with sensitivity of 0.95 and specificity of 0.85 given the widely held view that both sensitivity and specificity would need to be high for cyd-tdv to have a positive impact ( 36 ).","['for serological screening prior to vaccination, we assumed a test with sensitivity of 0.95 and specificity of 0.85 given the widely held view that both sensitivity and specificity would need to be high for cyd-tdv to have a positive impact ( 36 ).']","for serological screening prior to vaccination, we assumed a test with sensitivity of 0.95 and specificity of 0.85 given the widely held view that both sensitivity and specificity would need to be high for cyd-tdv to have a positive impact ( 36 )."
Hidden heterogeneity and its influence on dengue vaccination impact,medrxiv,"We held intervention coverage across the population as a whole at 50%, with that number reflecting a weighted average across two equally sized communities that each had intervention coverage ranging 0-100% across a range of scenarios that we considered.","we held intervention coverage across the population as a whole at 50%, with that number reflecting a weighted average across two equally sized communities that each had intervention coverage ranging 0-100% across a range of scenarios that we considered.","['we held intervention coverage across the population as a whole at 50%, with that number reflecting a weighted average across two equally sized communities that each had intervention coverage ranging 0-100% across a range of scenarios that we considered.']","we held intervention coverage across the population as a whole at 50%, with that number reflecting a weighted average across two equally sized communities that each had intervention coverage ranging 0-100% across a range of scenarios that we considered."
