title,source,sentence,normalized_text,sentence_list,candidate_blocks,candidate_block
Successes of artemisinin elicitation in low-artemisinin producing Artemisia annua cell cultures constrained by repression of biosynthetic genes,biorxiv,Here we investigated the elicitation efficiency of ultraviolet B (UV-B) and dimethyl sulfoxide (DMSO) independently on a low-artemisinin producing (LAP) chemotype of the species A. annua.,here we investigated the elicitation efficiency of ultraviolet b (uv-b) and dimethyl sulfoxide (dmso) independently on a low-artemisinin producing (lap) chemotype of the species a. annua.,"['here we investigated the elicitation efficiency of ultraviolet b (uv-b) and dimethyl sulfoxide (dmso) independently on a low-artemisinin producing (lap) chemotype of the species a.', 'annua.']",['here we investigated the elicitation efficiency of ultraviolet b (uv-b) and dimethyl sulfoxide (dmso) independently on a low-artemisinin producing (lap) chemotype of the species a. annua.'],here we investigated the elicitation efficiency of ultraviolet b (uv-b) and dimethyl sulfoxide (dmso) independently on a low-artemisinin producing (lap) chemotype of the species a. annua.
Successes of artemisinin elicitation in low-artemisinin producing Artemisia annua cell cultures constrained by repression of biosynthetic genes,biorxiv,The exposure of cell suspension cultures to short-term UV-B radiation and DMSO treatment did not result in significant changes in artemisinin yield.,the exposure of cell suspension cultures to short-term uv-b radiation and dmso treatment did not result in significant changes in artemisinin yield.,['the exposure of cell suspension cultures to short-term uv-b radiation and dmso treatment did not result in significant changes in artemisinin yield.'],['the exposure of cell suspension cultures to short-term uv-b radiation and dmso treatment did not result in significant changes in artemisinin yield.'],the exposure of cell suspension cultures to short-term uv-b radiation and dmso treatment did not result in significant changes in artemisinin yield.
Successes of artemisinin elicitation in low-artemisinin producing Artemisia annua cell cultures constrained by repression of biosynthetic genes,biorxiv,The lack of stimulation has been associated with: (i) the general lack of cytodifferentiation of cell cultures; (ii) negative feedback regulation of artemisinin biosynthesis; and (iii) artemisinin sequestration by cellular detoxification.,the lack of stimulation has been associated with: (i) the general lack of cytodifferentiation of cell cultures; (ii) negative feedback regulation of artemisinin biosynthesis; and (iii) artemisinin sequestration by cellular detoxification.,['the lack of stimulation has been associated with: (i) the general lack of cytodifferentiation of cell cultures; (ii) negative feedback regulation of artemisinin biosynthesis; and (iii) artemisinin sequestration by cellular detoxification.'],['the lack of stimulation has been associated with: (i) the general lack of cytodifferentiation of cell cultures; (ii) negative feedback regulation of artemisinin biosynthesis; and (iii) artemisinin sequestration by cellular detoxification.'],the lack of stimulation has been associated with: (i) the general lack of cytodifferentiation of cell cultures; (ii) negative feedback regulation of artemisinin biosynthesis; and (iii) artemisinin sequestration by cellular detoxification.
Successes of artemisinin elicitation in low-artemisinin producing Artemisia annua cell cultures constrained by repression of biosynthetic genes,biorxiv,"Further molecular analysis revealed the repression of key genes ADS, DBR2 and ALDH1 which affected artemisinin synthesis.","further molecular analysis revealed the repression of key genes ads, dbr2 and aldh1 which affected artemisinin synthesis.","['further molecular analysis revealed the repression of key genes ads, dbr2 and aldh1 which affected artemisinin synthesis.']","['further molecular analysis revealed the repression of key genes ads, dbr2 and aldh1 which affected artemisinin synthesis.']","further molecular analysis revealed the repression of key genes ads, dbr2 and aldh1 which affected artemisinin synthesis."
Successes of artemisinin elicitation in low-artemisinin producing Artemisia annua cell cultures constrained by repression of biosynthetic genes,biorxiv,"This study provides insights into the complexity of stress-induced responses of A. annua cell suspension cultures in relation to metabolic processes (transportation, accumulation and degradation of secondary products) which are important for artemisinin formation.","this study provides insights into the complexity of stress-induced responses of a. annua cell suspension cultures in relation to metabolic processes (transportation, accumulation and degradation of secondary products) which are important for artemisinin formation.","['this study provides insights into the complexity of stress-induced responses of a.', 'annua cell suspension cultures in relation to metabolic processes (transportation, accumulation and degradation of secondary products) which are important for artemisinin formation.']","['this study provides insights into the complexity of stress-induced responses of a. annua cell suspension cultures in relation to metabolic processes (transportation, accumulation and degradation of secondary products) which are important for artemisinin formation.']","this study provides insights into the complexity of stress-induced responses of a. annua cell suspension cultures in relation to metabolic processes (transportation, accumulation and degradation of secondary products) which are important for artemisinin formation."
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,"Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein

Structure-guided vaccine design provides a route to elicit a focused immune response against the most functionally important regions of a pathogen surface.",structure-guided design of a synthetic mimic of an epcr-binding pfemp1 protein structure-guided vaccine design provides a route to elicit a focused immune response against the most functionally important regions of a pathogen surface.,['structure-guided design of a synthetic mimic of an epcr-binding pfemp1 protein structure-guided vaccine design provides a route to elicit a focused immune response against the most functionally important regions of a pathogen surface.'],['structure-guided design of a synthetic mimic of an epcr-binding pfemp1 protein structure-guided vaccine design provides a route to elicit a focused immune response against the most functionally important regions of a pathogen surface.'],structure-guided design of a synthetic mimic of an epcr-binding pfemp1 protein structure-guided vaccine design provides a route to elicit a focused immune response against the most functionally important regions of a pathogen surface.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,This can be achieved by identifying epitopes for neutralizing antibodies through structural methods and recapitulating these epitopes by grafting their core structural features onto smaller scaffolds.,this can be achieved by identifying epitopes for neutralizing antibodies through structural methods and recapitulating these epitopes by grafting their core structural features onto smaller scaffolds.,['this can be achieved by identifying epitopes for neutralizing antibodies through structural methods and recapitulating these epitopes by grafting their core structural features onto smaller scaffolds.'],['this can be achieved by identifying epitopes for neutralizing antibodies through structural methods and recapitulating these epitopes by grafting their core structural features onto smaller scaffolds.'],this can be achieved by identifying epitopes for neutralizing antibodies through structural methods and recapitulating these epitopes by grafting their core structural features onto smaller scaffolds.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,We focused on the PfEMP1 protein family found on the surfaces of erythrocytes infected with Plasmodium falciparum.,we focused on the pfemp1 protein family found on the surfaces of erythrocytes infected with plasmodium falciparum.,['we focused on the pfemp1 protein family found on the surfaces of erythrocytes infected with plasmodium falciparum.'],['we focused on the pfemp1 protein family found on the surfaces of erythrocytes infected with plasmodium falciparum.'],we focused on the pfemp1 protein family found on the surfaces of erythrocytes infected with plasmodium falciparum.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,"A subset of PfEMP1 proteins bind to endothelial protein C receptor (EPCR), and their expression correlates with development of the symptoms of severe malaria.","a subset of pfemp1 proteins bind to endothelial protein c receptor (epcr), and their expression correlates with development of the symptoms of severe malaria.","['a subset of pfemp1 proteins bind to endothelial protein c receptor (epcr), and their expression correlates with development of the symptoms of severe malaria.']","['a subset of pfemp1 proteins bind to endothelial protein c receptor (epcr), and their expression correlates with development of the symptoms of severe malaria.']","a subset of pfemp1 proteins bind to endothelial protein c receptor (epcr), and their expression correlates with development of the symptoms of severe malaria."
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,Structural studies revealed the PfEMP1 to present a helix-kinked-helix motif which forms the core of the EPCR binding site.,structural studies revealed the pfemp1 to present a helix-kinked-helix motif which forms the core of the epcr binding site.,['structural studies revealed the pfemp1 to present a helix-kinked-helix motif which forms the core of the epcr binding site.'],['structural studies revealed the pfemp1 to present a helix-kinked-helix motif which forms the core of the epcr binding site.'],structural studies revealed the pfemp1 to present a helix-kinked-helix motif which forms the core of the epcr binding site.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,Using Rosetta-based design we successfully grafted this motif onto a three-helical bundle scaffold.,using rosetta-based design we successfully grafted this motif onto a three-helical bundle scaffold.,['using rosetta-based design we successfully grafted this motif onto a three-helical bundle scaffold.'],['using rosetta-based design we successfully grafted this motif onto a three-helical bundle scaffold.'],using rosetta-based design we successfully grafted this motif onto a three-helical bundle scaffold.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,We show that this synthetic binder interacts with EPCR with nanomolar affinity and adopts the expected structure.,we show that this synthetic binder interacts with epcr with nanomolar affinity and adopts the expected structure.,['we show that this synthetic binder interacts with epcr with nanomolar affinity and adopts the expected structure.'],['we show that this synthetic binder interacts with epcr with nanomolar affinity and adopts the expected structure.'],we show that this synthetic binder interacts with epcr with nanomolar affinity and adopts the expected structure.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,We also assessed its ability to bind to antibodies found in immunized animals and in humans from malaria endemic regions.,we also assessed its ability to bind to antibodies found in immunized animals and in humans from malaria endemic regions.,['we also assessed its ability to bind to antibodies found in immunized animals and in humans from malaria endemic regions.'],['we also assessed its ability to bind to antibodies found in immunized animals and in humans from malaria endemic regions.'],we also assessed its ability to bind to antibodies found in immunized animals and in humans from malaria endemic regions.
Structure-guided design of a synthetic mimic of an EPCR-binding PfEMP1 protein,biorxiv,"Finally, we tested its capacity to effectively elicit antibodies that prevent EPCR binding and analysed the degree of cross-reactivity of these antibodies across a diverse repertoire of EPCR-binding PfEMP1.","finally, we tested its capacity to effectively elicit antibodies that prevent epcr binding and analysed the degree of cross-reactivity of these antibodies across a diverse repertoire of epcr-binding pfemp1.","['finally, we tested its capacity to effectively elicit antibodies that prevent epcr binding and analysed the degree of cross-reactivity of these antibodies across a diverse repertoire of epcr-binding pfemp1.']","['finally, we tested its capacity to effectively elicit antibodies that prevent epcr binding and analysed the degree of cross-reactivity of these antibodies across a diverse repertoire of epcr-binding pfemp1.']","finally, we tested its capacity to effectively elicit antibodies that prevent epcr binding and analysed the degree of cross-reactivity of these antibodies across a diverse repertoire of epcr-binding pfemp1."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development

Ubiquitylation is a common post translational modification of eukaryotic proteins and in the human malaria parasite, Plasmodium falciparum (Pf) overall ubiquitylation increases in the transition from intracellular schizont to extracellular merozoite stages in the asexual blood stage cycle.","protein ubiquitylation is essential for the schizont to merozoite transition in plasmodium falciparum blood-stage development ubiquitylation is a common post translational modification of eukaryotic proteins and in the human malaria parasite, plasmodium falciparum (pf) overall ubiquitylation increases in the transition from intracellular schizont to extracellular merozoite stages in the asexual blood stage cycle.","['protein ubiquitylation is essential for the schizont to merozoite transition in plasmodium falciparum blood-stage development ubiquitylation is a common post translational modification of eukaryotic proteins and in the human malaria parasite, plasmodium falciparum (pf) overall ubiquitylation increases in the transition from intracellular schizont to extracellular merozoite stages in the asexual blood stage cycle.']","['protein ubiquitylation is essential for the schizont to merozoite transition in plasmodium falciparum blood-stage development ubiquitylation is a common post translational modification of eukaryotic proteins and in the human malaria parasite, plasmodium falciparum (pf) overall ubiquitylation increases in the transition from intracellular schizont to extracellular merozoite stages in the asexual blood stage cycle.']","protein ubiquitylation is essential for the schizont to merozoite transition in plasmodium falciparum blood-stage development ubiquitylation is a common post translational modification of eukaryotic proteins and in the human malaria parasite, plasmodium falciparum (pf) overall ubiquitylation increases in the transition from intracellular schizont to extracellular merozoite stages in the asexual blood stage cycle."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"Here, we identify specific ubiquitylation sites of protein substrates in three intracellular parasite stages and extracellular merozoites; a total of 1464 sites in 546 proteins were identified (data available via ProteomeXchange with identifier PXD014998).","here, we identify specific ubiquitylation sites of protein substrates in three intracellular parasite stages and extracellular merozoites; a total of 1464 sites in 546 proteins were identified (data available via proteomexchange with identifier pxd014998).","['here, we identify specific ubiquitylation sites of protein substrates in three intracellular parasite stages and extracellular merozoites; a total of 1464 sites in 546 proteins were identified (data available via proteomexchange with identifier pxd014998).']","['here, we identify specific ubiquitylation sites of protein substrates in three intracellular parasite stages and extracellular merozoites; a total of 1464 sites in 546 proteins were identified (data available via proteomexchange with identifier pxd014998).']","here, we identify specific ubiquitylation sites of protein substrates in three intracellular parasite stages and extracellular merozoites; a total of 1464 sites in 546 proteins were identified (data available via proteomexchange with identifier pxd014998)."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"469 ubiquitylated proteins were identified in merozoites compared with only 160 in the preceding intracellular schizont stage, indicating a large increase in protein ubiquitylation associated with merozoite maturation.","469 ubiquitylated proteins were identified in merozoites compared with only 160 in the preceding intracellular schizont stage, indicating a large increase in protein ubiquitylation associated with merozoite maturation.","['469 ubiquitylated proteins were identified in merozoites compared with only 160 in the preceding intracellular schizont stage, indicating a large increase in protein ubiquitylation associated with merozoite maturation.']","['469 ubiquitylated proteins were identified in merozoites compared with only 160 in the preceding intracellular schizont stage, indicating a large increase in protein ubiquitylation associated with merozoite maturation.']","469 ubiquitylated proteins were identified in merozoites compared with only 160 in the preceding intracellular schizont stage, indicating a large increase in protein ubiquitylation associated with merozoite maturation."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"Following merozoite invasion of erythrocytes, few ubiquitylated proteins were detected in the first intracellular ring stage but as parasites matured through trophozoite to schizont stages the extent of ubiquitylation increased.","following merozoite invasion of erythrocytes, few ubiquitylated proteins were detected in the first intracellular ring stage but as parasites matured through trophozoite to schizont stages the extent of ubiquitylation increased.","['following merozoite invasion of erythrocytes, few ubiquitylated proteins were detected in the first intracellular ring stage but as parasites matured through trophozoite to schizont stages the extent of ubiquitylation increased.']","['following merozoite invasion of erythrocytes, few ubiquitylated proteins were detected in the first intracellular ring stage but as parasites matured through trophozoite to schizont stages the extent of ubiquitylation increased.']","following merozoite invasion of erythrocytes, few ubiquitylated proteins were detected in the first intracellular ring stage but as parasites matured through trophozoite to schizont stages the extent of ubiquitylation increased."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"We identified commonly used ubiquitylation motifs and groups of ubiquitylated proteins in specific areas of cellular function, for example merozoite pellicle proteins involved in erythrocyte invasion, exported proteins, and histones.","we identified commonly used ubiquitylation motifs and groups of ubiquitylated proteins in specific areas of cellular function, for example merozoite pellicle proteins involved in erythrocyte invasion, exported proteins, and histones.","['we identified commonly used ubiquitylation motifs and groups of ubiquitylated proteins in specific areas of cellular function, for example merozoite pellicle proteins involved in erythrocyte invasion, exported proteins, and histones.']","['we identified commonly used ubiquitylation motifs and groups of ubiquitylated proteins in specific areas of cellular function, for example merozoite pellicle proteins involved in erythrocyte invasion, exported proteins, and histones.']","we identified commonly used ubiquitylation motifs and groups of ubiquitylated proteins in specific areas of cellular function, for example merozoite pellicle proteins involved in erythrocyte invasion, exported proteins, and histones."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,To investigate the importance of ubiquitylation we screened ubiquitin pathway inhibitors in a parasite growth assay and identified the ubiquitin activating enzyme (UBA1 or E1) inhibitor MLN7243 (TAK-243) to be particularly effective.,to investigate the importance of ubiquitylation we screened ubiquitin pathway inhibitors in a parasite growth assay and identified the ubiquitin activating enzyme (uba1 or e1) inhibitor mln7243 (tak-243) to be particularly effective.,['to investigate the importance of ubiquitylation we screened ubiquitin pathway inhibitors in a parasite growth assay and identified the ubiquitin activating enzyme (uba1 or e1) inhibitor mln7243 (tak-243) to be particularly effective.'],['to investigate the importance of ubiquitylation we screened ubiquitin pathway inhibitors in a parasite growth assay and identified the ubiquitin activating enzyme (uba1 or e1) inhibitor mln7243 (tak-243) to be particularly effective.'],to investigate the importance of ubiquitylation we screened ubiquitin pathway inhibitors in a parasite growth assay and identified the ubiquitin activating enzyme (uba1 or e1) inhibitor mln7243 (tak-243) to be particularly effective.
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"This small molecule was shown to be a potent inhibitor of recombinant PfUBA1, and a structural homology model of MLN7243 bound to the parasite enzyme highlights avenues for the development of P. falciparum specific inhibitors.","this small molecule was shown to be a potent inhibitor of recombinant pfuba1, and a structural homology model of mln7243 bound to the parasite enzyme highlights avenues for the development of p. falciparum specific inhibitors.","['this small molecule was shown to be a potent inhibitor of recombinant pfuba1, and a structural homology model of mln7243 bound to the parasite enzyme highlights avenues for the development of p.', 'falciparum specific inhibitors.']","['this small molecule was shown to be a potent inhibitor of recombinant pfuba1, and a structural homology model of mln7243 bound to the parasite enzyme highlights avenues for the development of p. falciparum specific inhibitors.']","this small molecule was shown to be a potent inhibitor of recombinant pfuba1, and a structural homology model of mln7243 bound to the parasite enzyme highlights avenues for the development of p. falciparum specific inhibitors."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"We created a genetically modified parasite with a rapamycin-inducible functional deletion of uba1; addition of either MLN7243 or rapamycin to the recombinant parasite line resulted in the same phenotype, with parasite development blocked at the late schizont stage.","we created a genetically modified parasite with a rapamycin-inducible functional deletion of uba1; addition of either mln7243 or rapamycin to the recombinant parasite line resulted in the same phenotype, with parasite development blocked at the late schizont stage.","['we created a genetically modified parasite with a rapamycin-inducible functional deletion of uba1; addition of either mln7243 or rapamycin to the recombinant parasite line resulted in the same phenotype, with parasite development blocked at the late schizont stage.']","['we created a genetically modified parasite with a rapamycin-inducible functional deletion of uba1; addition of either mln7243 or rapamycin to the recombinant parasite line resulted in the same phenotype, with parasite development blocked at the late schizont stage.']","we created a genetically modified parasite with a rapamycin-inducible functional deletion of uba1; addition of either mln7243 or rapamycin to the recombinant parasite line resulted in the same phenotype, with parasite development blocked at the late schizont stage."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"These results indicate that the intracellular target of MLN7243 is UBA1, and this activity is essential for the final differentiation of schizonts to merozoites.","these results indicate that the intracellular target of mln7243 is uba1, and this activity is essential for the final differentiation of schizonts to merozoites.","['these results indicate that the intracellular target of mln7243 is uba1, and this activity is essential for the final differentiation of schizonts to merozoites.']","['these results indicate that the intracellular target of mln7243 is uba1, and this activity is essential for the final differentiation of schizonts to merozoites.']","these results indicate that the intracellular target of mln7243 is uba1, and this activity is essential for the final differentiation of schizonts to merozoites."
Protein ubiquitylation is essential for the schizont to merozoite transition in Plasmodium falciparum blood-stage development,biorxiv,"The ubiquitylation of many merozoite proteins and their disappearance in ring stages are consistent with the idea that ubiquitylation leads to their destruction via the proteasome once their function is complete following invasion, which would allow amino acid recycling in the period prior to the parasites elaboration of a new food vacuole.","the ubiquitylation of many merozoite proteins and their disappearance in ring stages are consistent with the idea that ubiquitylation leads to their destruction via the proteasome once their function is complete following invasion, which would allow amino acid recycling in the period prior to the parasites elaboration of a new food vacuole.","['the ubiquitylation of many merozoite proteins and their disappearance in ring stages are consistent with the idea that ubiquitylation leads to their destruction via the proteasome once their function is complete following invasion, which would allow amino acid recycling in the period prior to the parasites elaboration of a new food vacuole.']","['the ubiquitylation of many merozoite proteins and their disappearance in ring stages are consistent with the idea that ubiquitylation leads to their destruction via the proteasome once their function is complete following invasion, which would allow amino acid recycling in the period prior to the parasites elaboration of a new food vacuole.']","the ubiquitylation of many merozoite proteins and their disappearance in ring stages are consistent with the idea that ubiquitylation leads to their destruction via the proteasome once their function is complete following invasion, which would allow amino acid recycling in the period prior to the parasites elaboration of a new food vacuole."
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,"Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy

Structural variation in the human genome can affect risk of disease.",genotyping complex structural variation at the malaria-associated human glycophorin locus using a pcr-based strategy structural variation in the human genome can affect risk of disease.,['genotyping complex structural variation at the malaria-associated human glycophorin locus using a pcr-based strategy structural variation in the human genome can affect risk of disease.'],['genotyping complex structural variation at the malaria-associated human glycophorin locus using a pcr-based strategy structural variation in the human genome can affect risk of disease.'],genotyping complex structural variation at the malaria-associated human glycophorin locus using a pcr-based strategy structural variation in the human genome can affect risk of disease.
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,"An example is a complex structural variant of the human glycophorin gene cluster, called DUP4, which is associated with a clinically-significant level of protection against severe malaria.","an example is a complex structural variant of the human glycophorin gene cluster, called dup4, which is associated with a clinically-significant level of protection against severe malaria.","['an example is a complex structural variant of the human glycophorin gene cluster, called dup4, which is associated with a clinically-significant level of protection against severe malaria.']","['an example is a complex structural variant of the human glycophorin gene cluster, called dup4, which is associated with a clinically-significant level of protection against severe malaria.']","an example is a complex structural variant of the human glycophorin gene cluster, called dup4, which is associated with a clinically-significant level of protection against severe malaria."
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,The human glycophorin gene cluster harbours at least 23 distinct structural variants and accurate genotyping of this complex structural variation remains a challenge.,the human glycophorin gene cluster harbours at least 23 distinct structural variants and accurate genotyping of this complex structural variation remains a challenge.,['the human glycophorin gene cluster harbours at least 23 distinct structural variants and accurate genotyping of this complex structural variation remains a challenge.'],['the human glycophorin gene cluster harbours at least 23 distinct structural variants and accurate genotyping of this complex structural variation remains a challenge.'],the human glycophorin gene cluster harbours at least 23 distinct structural variants and accurate genotyping of this complex structural variation remains a challenge.
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,"Here, we use a PCR-based strategy to genotype structural variation at the human glycophorin gene cluster.","here, we use a pcr-based strategy to genotype structural variation at the human glycophorin gene cluster.","['here, we use a pcr-based strategy to genotype structural variation at the human glycophorin gene cluster.']","['here, we use a pcr-based strategy to genotype structural variation at the human glycophorin gene cluster.']","here, we use a pcr-based strategy to genotype structural variation at the human glycophorin gene cluster."
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,"We validate our approach, based on a triplex paralogue ratio test (PRT) combined with junction-fragment specific PCR, on publically-available samples from the 1000 Genomes project.","we validate our approach, based on a triplex paralogue ratio test (prt) combined with junction-fragment specific pcr, on publically-available samples from the 1000 genomes project.","['we validate our approach, based on a triplex paralogue ratio test (prt) combined with junction-fragment specific pcr, on publically-available samples from the 1000 genomes project.']","['we validate our approach, based on a triplex paralogue ratio test (prt) combined with junction-fragment specific pcr, on publically-available samples from the 1000 genomes project.']","we validate our approach, based on a triplex paralogue ratio test (prt) combined with junction-fragment specific pcr, on publically-available samples from the 1000 genomes project."
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,We then genotype a longitudinal birth cohort using small amounts of DNA at low cost.,we then genotype a longitudinal birth cohort using small amounts of dna at low cost.,['we then genotype a longitudinal birth cohort using small amounts of dna at low cost.'],['we then genotype a longitudinal birth cohort using small amounts of dna at low cost.'],we then genotype a longitudinal birth cohort using small amounts of dna at low cost.
Genotyping complex structural variation at the malaria-associated human glycophorin locus using a PCR-based strategy,biorxiv,"It will allow exploration of genetic variation at the glycophorin locus, and investigation of its relationship with malaria, in large sample sets at minimal cost, using standard molecular biology equipment.","it will allow exploration of genetic variation at the glycophorin locus, and investigation of its relationship with malaria, in large sample sets at minimal cost, using standard molecular biology equipment.","['it will allow exploration of genetic variation at the glycophorin locus, and investigation of its relationship with malaria, in large sample sets at minimal cost, using standard molecular biology equipment.']","['it will allow exploration of genetic variation at the glycophorin locus, and investigation of its relationship with malaria, in large sample sets at minimal cost, using standard molecular biology equipment.']","it will allow exploration of genetic variation at the glycophorin locus, and investigation of its relationship with malaria, in large sample sets at minimal cost, using standard molecular biology equipment."
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,"A limited role for autophagy during arbovirus infection of mosquito cells

Macroautophagy is an evolutionarily conserved cellular process critical for maintaining cellular homeostasis.",a limited role for autophagy during arbovirus infection of mosquito cells macroautophagy is an evolutionarily conserved cellular process critical for maintaining cellular homeostasis.,['a limited role for autophagy during arbovirus infection of mosquito cells macroautophagy is an evolutionarily conserved cellular process critical for maintaining cellular homeostasis.'],['a limited role for autophagy during arbovirus infection of mosquito cells macroautophagy is an evolutionarily conserved cellular process critical for maintaining cellular homeostasis.'],a limited role for autophagy during arbovirus infection of mosquito cells macroautophagy is an evolutionarily conserved cellular process critical for maintaining cellular homeostasis.
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,It can additionally function as an innate immune response to viral infection as has been demonstrated for a number of arthropod-borne (arbo-) viruses.,it can additionally function as an innate immune response to viral infection as has been demonstrated for a number of arthropod-borne (arbo-) viruses.,['it can additionally function as an innate immune response to viral infection as has been demonstrated for a number of arthropod-borne (arbo-) viruses.'],['it can additionally function as an innate immune response to viral infection as has been demonstrated for a number of arthropod-borne (arbo-) viruses.'],it can additionally function as an innate immune response to viral infection as has been demonstrated for a number of arthropod-borne (arbo-) viruses.
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,Arboviruses are maintained in a transmission cycle between vertebrate hosts and invertebrate vectors yet the majority of studies assessing autophagy-arbovirus interactions have been limited to the mammalian host.,arboviruses are maintained in a transmission cycle between vertebrate hosts and invertebrate vectors yet the majority of studies assessing autophagy-arbovirus interactions have been limited to the mammalian host.,['arboviruses are maintained in a transmission cycle between vertebrate hosts and invertebrate vectors yet the majority of studies assessing autophagy-arbovirus interactions have been limited to the mammalian host.'],['arboviruses are maintained in a transmission cycle between vertebrate hosts and invertebrate vectors yet the majority of studies assessing autophagy-arbovirus interactions have been limited to the mammalian host.'],arboviruses are maintained in a transmission cycle between vertebrate hosts and invertebrate vectors yet the majority of studies assessing autophagy-arbovirus interactions have been limited to the mammalian host.
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,Therefore we evaluated the role of autophagy during arbovirus infection of the invertebrate vector using the tractable Aag2 Aedes aegypti mosquito cell culture system.,therefore we evaluated the role of autophagy during arbovirus infection of the invertebrate vector using the tractable aag2 aedes aegypti mosquito cell culture system.,['therefore we evaluated the role of autophagy during arbovirus infection of the invertebrate vector using the tractable aag2 aedes aegypti mosquito cell culture system.'],['therefore we evaluated the role of autophagy during arbovirus infection of the invertebrate vector using the tractable aag2 aedes aegypti mosquito cell culture system.'],therefore we evaluated the role of autophagy during arbovirus infection of the invertebrate vector using the tractable aag2 aedes aegypti mosquito cell culture system.
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,"Our data demonstrates that autophagy is significantly induced in mosquito cells upon infection with two flaviviruses, dengue virus (DENV) and Zika virus (ZIKV), as well as an unrelated mosquito-borne virus, chikungunya virus (CHIKV; Togaviridae).","our data demonstrates that autophagy is significantly induced in mosquito cells upon infection with two flaviviruses, dengue virus (denv) and zika virus (zikv), as well as an unrelated mosquito-borne virus, chikungunya virus (chikv; togaviridae).","['our data demonstrates that autophagy is significantly induced in mosquito cells upon infection with two flaviviruses, dengue virus (denv) and zika virus (zikv), as well as an unrelated mosquito-borne virus, chikungunya virus (chikv; togaviridae).']","['our data demonstrates that autophagy is significantly induced in mosquito cells upon infection with two flaviviruses, dengue virus (denv) and zika virus (zikv), as well as an unrelated mosquito-borne virus, chikungunya virus (chikv; togaviridae).']","our data demonstrates that autophagy is significantly induced in mosquito cells upon infection with two flaviviruses, dengue virus (denv) and zika virus (zikv), as well as an unrelated mosquito-borne virus, chikungunya virus (chikv; togaviridae)."
A limited role for autophagy during arbovirus infection of mosquito cells,biorxiv,"Both induction and suppression of autophagy via torin 1 and spautin-1, respectively, resulted in increased viral titers for all three viruses, yet suppression of autophagy-related genes had no effect.","both induction and suppression of autophagy via torin 1 and spautin-1, respectively, resulted in increased viral titers for all three viruses, yet suppression of autophagy-related genes had no effect.","['both induction and suppression of autophagy via torin 1 and spautin-1, respectively, resulted in increased viral titers for all three viruses, yet suppression of autophagy-related genes had no effect.']","['both induction and suppression of autophagy via torin 1 and spautin-1, respectively, resulted in increased viral titers for all three viruses, yet suppression of autophagy-related genes had no effect.']","both induction and suppression of autophagy via torin 1 and spautin-1, respectively, resulted in increased viral titers for all three viruses, yet suppression of autophagy-related genes had no effect."
